year,school_id,region,sector,n_stu,n_escs,w_sum,escs,math,read,scie,sd_escs,sd_math,sd_read,sd_scie
2012,124,Buenos Aires|Córdoba|Santa Fe,Pública,30,30,4421.47830,0.04312,409.55883,430.54871,437.11424,0.68610,39.36255,51.52650,42.50666
2012,125,CABA,Pública,23,21,558.81750,-1.64328,250.53625,228.13598,222.14883,1.10125,65.71891,69.50449,60.26387
2012,126,Buenos Aires|Córdoba|Santa Fe,Privada,27,27,2699.22150,-0.52907,410.30132,404.35371,439.99430,0.79711,46.85269,57.78009,55.88738
2012,127,CABA,Privada,31,30,437.10070,0.28680,469.96275,477.03587,469.66972,0.83744,45.58468,73.11615,50.27912
2012,128,CABA,Pública,30,30,580.63660,-0.18981,491.89852,505.20450,507.67066,0.91891,60.98084,71.33432,63.85259
2012,129,Buenos Aires|Córdoba|Santa Fe,Privada,33,33,3473.79560,-0.41990,486.00576,500.83692,496.16127,0.72350,52.87438,51.37965,49.42023
2012,130,CABA,Privada,34,32,876.68600,0.62447,442.89354,435.41791,443.88730,0.68055,60.80191,86.40446,77.61295
2012,131,Buenos Aires|Córdoba|Santa Fe,Pública,25,23,7308.97050,-1.46763,334.78573,378.75078,346.30904,0.97801,42.58866,40.18591,49.71456
2012,132,Buenos Aires|Córdoba|Santa Fe,Pública,17,17,1370.75640,-1.34418,310.88116,337.94354,295.12688,0.73807,51.08346,66.91672,51.75120
2012,133,CABA,Pública,19,19,421.24000,-1.45602,356.41229,346.41027,330.95288,0.96377,69.25113,91.03782,86.78517
2012,134,Buenos Aires|Córdoba|Santa Fe,Pública,11,11,1247.06700,-1.57328,429.57030,322.50755,390.43188,0.92758,54.85091,75.33022,56.66810
2012,135,CABA,Privada,29,29,967.06250,0.86597,514.35955,513.90586,495.90447,0.54426,53.65224,72.58219,59.28807
2012,136,CABA,Privada,32,32,845.05050,0.58283,447.36088,489.05335,435.44724,0.62406,68.89858,64.63882,75.39212
2012,137,Buenos Aires|Córdoba|Santa Fe,Privada,30,30,8744.96000,-0.36211,379.05042,410.74856,378.37602,0.76976,46.06149,62.75341,47.51302
2012,138,Buenos Aires|Córdoba|Santa Fe,Pública,26,26,4730.26060,-1.31114,330.53103,322.64498,335.54713,0.76624,51.52157,60.22845,56.52353
2012,139,Patagonia,Pública,27,27,3183.51520,-1.09368,368.78632,371.03063,364.58720,1.06259,56.08556,65.96809,62.29880
2012,140,Buenos Aires|Córdoba|Santa Fe,Pública,31,31,4467.24610,-0.92146,365.26718,381.15178,388.32882,0.95433,43.47399,65.53457,52.28820
2012,141,CABA,Privada,30,29,392.68500,0.45241,515.92927,507.25843,489.73953,0.76353,53.58962,74.39660,61.06846
2012,142,Buenos Aires|Córdoba|Santa Fe,Pública,32,32,2671.31650,-0.66331,448.48738,473.28835,462.29553,0.84240,52.63562,56.31891,52.07668
2012,143,Buenos Aires|Córdoba|Santa Fe,Pública,26,26,2507.73240,-1.19119,313.83256,313.41891,313.39799,0.90481,32.76965,52.61477,39.58833
2012,144,NEA,Pública,24,21,1700.66760,-1.72678,286.02072,311.24205,336.18579,1.12924,64.36475,85.24176,77.08158
2012,145,Buenos Aires|Córdoba|Santa Fe,Privada,33,33,2294.71620,0.16477,477.69349,514.97944,524.49853,0.83963,38.49349,49.27085,42.13761
2012,146,CABA,Pública,26,25,1928.00250,0.53576,449.72827,497.87809,487.88916,0.69923,52.89671,73.86323,74.51555
2012,147,Buenos Aires|Córdoba|Santa Fe,Privada,28,28,2738.35580,-0.16031,416.41506,445.43000,445.80928,0.93475,36.57319,51.89534,44.72335
2012,148,Buenos Aires|Córdoba|Santa Fe,Privada,20,20,2224.26480,-0.55066,398.74568,401.16209,424.93655,1.02640,58.98329,66.11486,59.66905
2012,149,Buenos Aires|Córdoba|Santa Fe,Privada,12,12,2665.42480,-0.15020,427.24544,483.06831,484.18639,0.72772,79.97374,75.72394,65.70507
2012,150,Buenos Aires|Córdoba|Santa Fe,Pública,13,13,6206.05460,-0.94782,433.70781,408.26570,456.94287,0.99511,51.18550,86.41888,62.80268
2012,151,CABA,Pública,30,30,510.84820,-0.15958,456.94291,453.95959,485.74252,1.00029,43.98079,67.10339,57.28514
2012,152,Buenos Aires|Córdoba|Santa Fe,Privada,29,29,7613.55010,-0.24828,409.48144,374.48589,436.14267,0.87798,52.55923,67.27214,53.52151
2012,153,Buenos Aires|Córdoba|Santa Fe,Pública,28,28,4064.26700,-0.30534,382.44726,358.12407,390.43350,1.24257,45.92649,69.16023,54.71288
2012,154,NEA,Privada,23,22,2748.94050,-1.38923,323.51661,340.33765,352.86556,0.94777,37.41984,56.13620,42.18684
2012,155,Buenos Aires|Córdoba|Santa Fe,Pública,21,21,881.99550,-0.74029,363.54544,355.80329,370.24897,0.86072,34.17927,61.17985,45.65988
2012,156,Patagonia,Pública,31,30,4165.72460,-0.77125,379.25994,360.01860,393.10310,0.92811,53.83520,60.89763,57.54227
2012,157,Buenos Aires|Córdoba|Santa Fe,Pública,34,34,3749.11020,-0.50375,421.58100,408.49618,412.37053,1.09477,55.14223,68.68013,52.88790
2012,158,Buenos Aires|Córdoba|Santa Fe,Privada,32,32,2384.71560,-0.45411,451.64358,449.39222,435.79230,0.76478,50.71855,55.75033,46.96114
2012,159,Buenos Aires|Córdoba|Santa Fe,Pública,25,25,2103.91890,-1.00130,312.39684,320.96225,307.47619,0.75255,47.20770,64.64029,58.57677
2012,160,Patagonia,Pública,32,32,1859.17380,-0.48589,392.09427,388.87579,398.64506,0.76214,60.59512,83.94425,73.17514
2012,161,Buenos Aires|Córdoba|Santa Fe,Pública,34,34,2520.62900,-0.61082,430.65399,483.31351,450.49479,1.09820,54.48696,71.90824,59.75000
2012,162,Buenos Aires|Córdoba|Santa Fe,Privada,16,15,1670.68350,0.08248,383.66600,429.12383,472.10686,1.01509,49.05993,74.41814,64.34630
2012,163,NEA,Pública,31,31,2448.48330,-0.05874,407.19693,422.52778,442.35222,0.72329,51.13418,70.18083,51.33852
2012,164,NEA,Pública,30,30,2634.35540,0.33005,410.79825,447.86145,416.36575,0.81791,45.50647,55.27347,45.46313
2012,165,NEA,Pública,30,30,3303.92180,-1.42247,388.95671,383.44259,382.94312,1.27587,45.91780,55.05065,42.30137
2012,166,Buenos Aires|Córdoba|Santa Fe,Privada,32,32,4569.41150,0.44936,480.59052,513.44536,510.78115,0.63305,57.20355,67.34088,55.05355
2012,167,Buenos Aires|Córdoba|Santa Fe,Pública,28,27,1534.35550,-1.66176,328.91888,301.87422,334.28527,0.87147,59.68833,78.60531,62.77395
2012,168,NEA,Pública,27,27,2139.70530,-0.67515,402.59106,364.73150,384.57666,0.79897,53.86304,54.34607,58.50398
2012,169,CABA,Pública,27,27,689.06100,-1.17176,353.38516,338.25606,369.28154,0.94182,66.07345,91.76742,84.64173
2012,170,CABA,Privada,13,13,560.72350,0.94041,524.68877,539.04872,545.15480,0.47029,56.28639,58.54157,61.31019
2012,171,NEA,Pública,25,25,2153.87180,-1.30034,392.65613,405.76076,381.59361,0.97906,58.70680,64.72238,45.82958
2012,172,NOA,Privada,25,25,1583.50570,-1.15894,365.12744,382.12911,398.20933,0.91632,46.15742,52.58921,50.78084
2012,173,Buenos Aires|Córdoba|Santa Fe,Pública,30,30,3058.02610,-0.78085,409.04015,406.24927,401.39331,0.82540,53.67642,71.19572,55.72623
2012,174,Buenos Aires|Córdoba|Santa Fe,Privada,29,29,3536.13060,0.06113,434.05103,456.53171,450.04901,0.71841,42.42892,46.82939,47.04934
2012,175,NEA,Pública,7,5,1660.74910,-1.78733,264.72756,276.89246,278.07869,0.95293,16.78554,37.73326,47.85464
2012,176,Buenos Aires|Córdoba|Santa Fe,Pública,27,27,2551.49480,-1.20921,320.72353,336.43431,363.78252,0.91691,46.88613,67.87544,56.83117
2012,177,NOA,Privada,24,24,5167.36400,-2.69539,381.08894,371.89026,416.05786,0.97468,49.69482,64.07500,56.50530
2012,178,NEA,Pública,28,28,1634.64090,-0.59821,326.62113,352.21553,362.64112,0.88491,53.05189,69.16187,52.01914
2012,179,Buenos Aires|Córdoba|Santa Fe,Privada,32,32,4507.70850,-0.57161,414.99208,461.98690,445.15108,0.87061,55.20028,56.65542,53.96642
2012,180,CABA,Privada,26,26,519.20090,0.29443,495.68844,537.55649,538.45775,0.85978,58.24803,53.35109,66.16701
2012,181,CABA,Pública,16,16,423.38210,-1.62730,300.95126,303.98717,298.93292,1.27239,71.53962,88.11503,85.85273
2012,182,Buenos Aires|Córdoba|Santa Fe,Pública,30,30,2982.45640,-1.32535,364.00255,378.54039,390.88888,0.85060,51.55375,71.71151,56.79627
2012,183,Buenos Aires|Córdoba|Santa Fe,Privada,17,17,1890.91160,0.32644,444.64513,450.39505,461.54070,0.65404,38.52421,52.15130,40.92159
2012,184,Buenos Aires|Córdoba|Santa Fe,Pública,29,29,3074.40790,-0.73779,365.21063,372.08842,399.13460,0.76203,46.99282,47.05744,46.97507
2012,185,CABA,Pública,30,30,755.82930,-1.20765,393.28176,400.79246,398.73715,0.85155,54.14259,80.80462,59.10297
2012,186,Buenos Aires|Córdoba|Santa Fe,Pública,27,26,2090.22690,-0.96216,401.87855,407.15719,398.02280,0.72479,44.90787,63.65702,55.05221
2012,187,Buenos Aires|Córdoba|Santa Fe,Pública,13,7,2478.09050,-1.38001,246.50560,295.89131,310.16997,0.94249,44.90643,61.73332,48.40892
2012,188,Buenos Aires|Córdoba|Santa Fe,Pública,24,24,3276.62250,-1.50313,323.44625,325.29424,327.28438,0.54678,52.94704,70.84581,55.02821
2012,189,Buenos Aires|Córdoba|Santa Fe,Privada,35,35,3634.03950,0.58257,469.11290,506.24433,481.68061,0.77887,48.22470,53.52698,43.05345
2012,190,Buenos Aires|Córdoba|Santa Fe,Privada,33,33,3081.36330,-0.56189,422.91048,472.76216,452.03039,0.57157,51.32886,61.22833,54.85933
2012,191,CABA,Privada,30,30,665.71080,-0.87073,434.25792,448.66136,405.12811,0.86080,50.21911,66.33900,59.95899
2012,192,Buenos Aires|Córdoba|Santa Fe,Pública,11,9,1003.16250,-1.57740,251.78357,305.47935,311.79074,1.18138,44.85231,83.13420,64.43993
2012,193,CABA,Privada,26,26,578.17110,-0.07963,422.44082,451.35084,446.96497,0.97091,53.14945,70.01301,70.30166
2012,194,NOA,Pública,33,32,4371.33450,-0.79815,377.22498,407.55646,402.38551,0.75385,41.95036,58.70608,50.68025
2012,195,Buenos Aires|Córdoba|Santa Fe,Pública,16,15,1772.72800,-0.26629,377.26894,353.14259,379.13925,0.93350,46.15791,79.55199,48.72366
2012,196,Buenos Aires|Córdoba|Santa Fe,Pública,3,3,648.79270,-0.65799,383.84544,382.56652,382.87836,1.27673,72.01286,71.76974,61.68866
2012,197,Buenos Aires|Córdoba|Santa Fe,Privada,32,32,2977.53280,-0.55219,434.35796,420.31690,439.48970,1.07558,34.07770,48.56341,33.19938
2012,198,Buenos Aires|Córdoba|Santa Fe,Pública,20,18,1964.19180,-1.47036,345.80716,326.06734,297.05096,0.77502,47.65057,67.66753,57.23988
2012,199,Buenos Aires|Córdoba|Santa Fe,Privada,28,28,3713.46840,-0.00649,453.49889,497.90244,499.02418,0.89248,48.44495,63.29393,48.85248
2012,200,Buenos Aires|Córdoba|Santa Fe,Pública,19,19,1516.74160,-0.79260,318.79218,319.90307,315.04775,0.93690,30.61845,52.84289,43.04166
2012,201,Buenos Aires|Córdoba|Santa Fe,Privada,35,35,2716.04540,-0.32666,419.78435,444.46067,450.00708,1.01318,49.44240,56.42370,51.80317
2012,202,NOA,Pública,12,11,1225.69260,-2.36403,320.06969,349.53301,401.72921,0.45730,24.43513,48.97896,36.03838
2012,203,CABA,Pública,25,25,810.77990,-0.82187,416.80098,430.38855,407.10888,1.07837,43.42325,67.49502,60.79156
2012,204,CABA,Privada,29,29,411.73710,0.10300,420.62019,448.88014,460.77864,0.84878,53.93999,70.94336,69.23377
2012,205,Buenos Aires|Córdoba|Santa Fe,Pública,27,27,2531.64980,-0.08205,437.18368,450.85393,466.08347,0.82653,47.15017,53.66943,53.25032
2012,206,CABA,Privada,31,30,605.86080,-0.14490,408.55231,432.27851,436.39220,0.81425,65.04383,70.35412,53.04319
2012,207,Buenos Aires|Córdoba|Santa Fe,Pública,17,13,1913.81770,-1.08283,335.15640,297.31358,317.51968,0.91998,45.94590,67.69929,45.03558
2012,208,Buenos Aires|Córdoba|Santa Fe,Pública,30,30,3103.29820,-0.49534,401.66684,426.49286,378.70118,0.89918,65.40888,83.86023,65.38897
2012,209,CABA,Pública,29,29,858.09350,0.72215,522.30759,521.59802,495.50604,0.84332,72.17301,100.66581,96.14209
2012,210,Buenos Aires|Córdoba|Santa Fe,Privada,31,31,3845.23920,-0.81976,444.81207,486.27554,477.44778,0.75722,50.48955,54.47682,47.29993
2012,211,NOA,Privada,35,35,2125.30410,0.59253,499.07019,500.24467,494.86231,0.81130,56.85077,57.84199,55.57008
2012,212,Buenos Aires|Córdoba|Santa Fe,Pública,25,25,2302.16320,-1.10946,395.07127,397.12677,417.92724,0.85388,56.50692,63.92590,55.53136
2012,213,NOA,Pública,10,10,4192.19070,-1.23087,346.37617,370.10940,402.39938,1.13591,63.83711,67.39520,69.04161
2012,214,CABA,Pública,30,29,728.14540,0.28184,417.57824,438.88895,424.31089,0.78241,75.52456,79.13119,89.31788
2012,215,Buenos Aires|Córdoba|Santa Fe,Pública,33,33,2963.17840,-0.24542,426.90520,466.25263,446.83827,0.97693,52.02762,61.82181,44.77590
2012,216,Buenos Aires|Córdoba|Santa Fe,Privada,35,35,2549.52500,-0.62716,421.24937,452.87510,457.22025,1.02834,53.01051,56.53319,51.43269
2012,217,NOA,Pública,32,31,1355.66120,-1.31483,330.19212,331.96772,370.63384,0.93219,47.06463,69.91605,53.45856
2012,218,Cuyo,Pública,28,28,3406.13140,-0.30824,387.29227,422.70401,445.63992,0.90013,53.63377,73.27586,61.64444
2012,219,Buenos Aires|Córdoba|Santa Fe,Pública,30,30,2672.82840,-1.29435,327.95554,348.19401,334.24179,0.85506,46.64766,57.87066,56.54060
2012,220,NEA,Privada,17,17,1916.11030,-1.74546,332.03659,380.09538,383.07138,1.27693,59.46690,57.26689,59.60889
2012,221,CABA,Pública,20,20,680.36570,-1.85425,161.90046,160.02764,122.69859,0.64228,56.67669,80.16097,67.62128
2012,222,Buenos Aires|Córdoba|Santa Fe,Privada,33,33,2817.60870,0.17918,459.23403,506.08678,494.79838,0.79640,59.12560,65.41855,64.78218
2012,223,Buenos Aires|Córdoba|Santa Fe,Pública,24,24,4029.97060,-0.92597,356.38784,355.95068,347.17317,1.07374,43.16960,63.84720,42.90399
2012,224,Buenos Aires|Córdoba|Santa Fe,Pública,32,32,8297.90500,0.09261,408.93968,440.75407,445.69836,0.94969,57.59090,65.98825,60.53746
2012,225,Patagonia,Pública,7,7,1524.03330,-1.27729,401.90403,435.49731,423.30528,1.13455,62.34415,61.89795,76.04191
2012,226,Buenos Aires|Córdoba|Santa Fe,Pública,25,24,1922.45620,-0.95969,333.09457,301.71256,313.40050,0.94761,53.80356,79.38010,61.86523
2018,3200001,Buenos Aires,Pública,24,24,2232.21739,-1.57572,350.24885,412.00945,387.54257,0.64166,49.98573,67.39484,73.25078
2018,3200002,NOA,Pública,35,35,280.92980,-0.53419,404.92797,438.80079,426.94422,1.00428,59.63316,73.78178,75.00552
2018,3200003,Buenos Aires,Pública,6,6,1205.45137,-2.65315,331.85769,379.76679,393.92260,0.68137,50.75643,63.04069,43.99610
2018,3200004,NEA,Pública,1,1,353.90292,-3.13670,293.76870,287.63920,321.87570,,,,
2018,3200005,Buenos Aires,Privada,34,33,2443.10522,-0.33398,417.27645,432.87673,429.54629,1.07283,55.21666,84.08847,65.79298
2018,3200006,Buenos Aires,Privada,34,34,3059.06479,0.25538,481.44844,498.73814,492.11654,0.66393,57.87862,63.01997,68.54453
2018,3200007,Córdoba,Pública,19,19,371.70612,-1.14683,369.82644,382.51876,380.28248,1.00574,32.60293,41.03333,50.63580
2018,3200008,Córdoba,Privada,35,35,685.25595,0.03038,443.20995,503.20882,493.58340,0.77236,58.66525,59.82715,68.07265
2018,3200009,CABA,Pública,27,27,425.61950,-1.16285,400.04197,430.62772,419.47777,0.92749,57.81147,70.05218,66.13667
2018,3200010,Buenos Aires,Pública,20,19,2684.92359,-2.01908,344.66457,373.39040,372.29114,0.64420,42.70837,56.43837,35.67889
2018,3200011,CABA,Pública,20,20,342.33681,-1.44989,365.36315,374.07611,385.14211,1.06228,61.81781,64.57649,54.07825
2018,3200012,Buenos Aires,Privada,7,7,1310.88085,-0.67122,349.44935,363.49252,370.30640,0.99804,39.88843,59.14980,34.94072
2018,3200013,CABA,Pública,22,22,436.02294,-1.14120,412.53708,420.33093,431.29537,0.97911,61.67219,73.43524,70.85264
2018,3200014,Córdoba,Pública,31,31,656.98550,-0.86648,379.81146,396.11690,391.49501,0.97550,61.01987,81.66307,63.03955
2018,3200015,NOA,Pública,34,34,2722.61806,-0.98253,359.94500,365.66436,369.07136,1.13286,54.54574,62.86215,50.80133
2018,3200016,CABA,Pública,28,28,292.37648,-0.43616,475.20081,491.99780,503.75002,1.13072,55.41225,49.78204,62.87966
2018,3200017,Córdoba,Pública,27,27,530.63372,-1.31396,347.83501,362.01533,372.43267,0.89655,41.51815,50.52477,43.11744
2018,3200018,Cuyo,Privada,32,32,3671.70713,-0.09488,422.09952,475.18124,459.97746,0.71060,59.17977,74.40236,69.38449
2018,3200019,NOA,Privada,33,33,359.11132,0.95671,499.94169,519.69529,518.46502,0.44837,54.73450,53.57134,49.35511
2018,3200020,CABA,Pública,18,16,290.06130,-1.29894,434.64242,440.99277,450.76985,0.81107,44.93592,50.01906,41.27482
2018,3200021,NOA,Pública,32,32,398.88936,-1.48777,306.47605,324.43201,327.41762,1.02903,47.94666,66.47438,52.56418
2018,3200022,Córdoba,Privada,29,29,581.16098,-0.30653,436.48142,473.37219,462.37418,0.65357,48.33714,62.96037,58.47460
2018,3200023,Buenos Aires,Pública,18,17,2235.44826,-1.79014,344.19570,369.06021,366.08681,0.95744,50.88878,72.11331,49.91719
2018,3200024,Buenos Aires,Pública,26,25,3181.40208,-1.58790,302.05269,321.30888,336.19473,0.88566,61.80710,72.23507,65.48303
2018,3200025,Patagonia,Pública,17,17,2097.24278,-0.98404,348.77785,334.82635,356.08524,1.36498,61.84169,88.57692,81.18319
2018,3200026,Buenos Aires,Pública,26,26,1383.45328,-0.70495,384.69191,400.80751,410.72301,0.74897,49.82304,79.76694,66.47270
2018,3200027,Buenos Aires,Privada,30,30,2830.90025,-0.13465,429.16802,467.39096,458.65922,0.73958,56.34170,54.37709,57.35629
2018,3200028,NOA,Pública,6,6,154.87476,-1.83835,302.44478,315.95333,342.18718,1.34650,59.13486,46.31946,42.49722
2018,3200029,CABA,Pública,31,30,516.65506,-0.49488,449.71334,455.55896,467.83262,1.17143,47.46067,71.08052,59.65919
2018,3200030,NOA,Pública,8,8,205.45172,-1.59279,280.42832,267.44188,301.91904,1.29379,46.19217,62.15734,37.27059
2018,3200031,Córdoba,Privada,32,32,755.77350,-0.74665,418.62292,451.53956,443.64148,1.10123,56.45139,78.13188,70.59440
2018,3200032,CABA,Privada,32,31,503.85016,0.15689,408.98991,401.41502,404.41585,0.69031,50.22120,81.82222,59.56844
2018,3200033,Buenos Aires,Privada,6,6,1233.90510,-2.08630,326.35462,343.73613,322.42543,0.59455,51.78865,76.58088,49.70056
2018,3200034,CABA,Privada,24,24,345.78770,0.75459,463.87483,488.34381,483.15782,0.64754,55.65434,78.28876,67.66457
2018,3200035,CABA,Pública,26,25,204.83948,-1.14956,366.79984,388.11178,389.71667,0.88868,53.15564,64.71387,51.15121
2018,3200036,NOA,Privada,35,35,188.40570,0.66220,481.38855,540.40224,525.93884,0.64627,51.02818,57.22498,58.70955
2018,3200037,Patagonia,Pública,29,29,4119.28911,-0.98381,381.52456,403.20153,410.35991,1.15730,55.87437,82.00980,71.17665
2018,3200038,Cuyo,Pública,34,34,2213.18777,-1.25579,402.77356,452.08545,440.53262,0.96070,44.83843,56.61625,55.79456
2018,3200039,Cuyo,Privada,32,32,2651.72900,0.14498,449.89566,454.56032,469.46039,0.99976,55.30653,75.92046,65.85251
2018,3200041,Buenos Aires,Privada,31,31,3985.03579,0.00011,444.68337,486.16479,479.18160,0.75200,57.14888,59.56813,56.01487
2018,3200042,Córdoba,Privada,30,30,557.74150,0.18427,474.23940,511.87817,506.71734,0.94479,43.49306,54.57415,48.48047
2018,3200043,Santa Fe,Privada,35,35,1702.72565,-0.06494,424.98647,465.29235,453.38479,0.92322,59.41704,67.03076,52.41722
2018,3200044,NOA,Pública,27,26,2978.94387,-1.55640,364.31039,362.26879,368.41078,1.02991,51.57521,77.85374,58.34044
2018,3200045,CABA,Pública,26,26,358.90789,-1.58077,362.99361,388.64496,383.36013,1.02646,50.01364,68.73616,61.50224
2018,3200046,Patagonia,Privada,32,32,2390.04233,-0.55564,395.89967,423.13168,426.95727,0.93833,49.85664,67.29425,59.19759
2018,3200047,Buenos Aires,Pública,3,3,374.27765,-2.10831,295.89080,317.08678,348.61888,1.23930,37.35609,34.85071,41.44702
2018,3200048,NOA,Pública,27,27,218.24372,-2.00775,338.01133,349.16203,356.92426,0.78930,43.62442,44.68226,49.78503
2018,3200049,CABA,Pública,26,25,358.45650,-1.19502,357.76880,393.79993,394.44302,0.98643,67.31761,71.14964,84.64738
2018,3200050,Córdoba,Privada,27,27,500.01114,-0.64736,406.28189,436.27025,439.76026,1.19532,55.81095,73.65917,60.68047
2018,3200051,NOA,Pública,30,29,273.67174,-1.67508,329.33941,334.95077,347.22590,1.07778,62.09254,79.77544,71.29454
2018,3200052,NOA,Pública,29,28,271.67698,-1.79459,320.61319,334.13490,340.73335,0.99196,39.98898,63.66466,49.26864
2018,3200053,NOA,Pública,29,28,1941.71481,-1.28565,362.74379,386.39995,381.10099,1.19292,55.44597,70.88689,59.36040
2018,3200054,NOA,Privada,11,11,160.35340,-0.66584,409.28541,444.87579,427.17362,0.88443,55.68760,76.11899,69.17783
2018,3200055,Córdoba,Privada,31,31,568.73902,-0.14529,433.95378,462.03092,454.56163,0.96997,55.18882,77.47191,59.49288
2018,3200056,NOA,Pública,34,34,3559.35162,-1.64614,362.85023,391.75370,388.32219,1.12881,54.87103,74.33688,68.53765
2018,3200057,Córdoba,Pública,21,21,420.77246,-0.52815,356.56212,364.27058,383.55922,1.03039,71.25064,85.33571,61.73534
2018,3200058,Córdoba,Pública,29,29,486.37284,-1.58141,349.61535,376.09325,380.07214,0.85352,48.17298,56.90196,56.65956
2018,3200059,NOA,Privada,35,35,386.56995,-0.66002,386.78896,423.69268,412.53386,0.76407,56.18624,76.08555,63.57876
2018,3200060,CABA,Pública,20,20,342.50993,-0.74419,386.32504,420.77289,413.36320,0.77855,85.11300,87.63410,89.75619
2018,3200061,Buenos Aires,Privada,34,34,3266.50471,-0.41323,418.08617,432.80683,425.14999,0.83443,63.63892,57.62993,46.16514
2018,3200062,NOA,Privada,31,31,206.71014,-0.40299,359.25583,391.86933,383.21181,0.90485,42.06937,70.82110,44.20028
2018,3200063,Cuyo,Pública,34,34,2612.04641,-1.43129,366.56834,380.46013,389.11523,1.01711,50.24415,61.10738,55.78320
2018,3200065,NOA,Pública,34,34,283.80324,-0.79394,394.44470,400.18388,411.47331,0.78440,47.90734,61.25259,54.00583
2018,3200066,Buenos Aires,Pública,31,29,2856.26698,-0.69751,401.43875,423.59781,431.95234,0.90585,48.43042,62.66398,57.60398
2018,3200067,Santa Fe,Pública,28,28,1707.47740,-1.77929,311.72446,317.20671,341.27352,1.27944,57.48210,74.67479,61.81131
2018,3200068,Córdoba,Privada,29,29,555.49794,-0.63844,429.10368,465.96204,457.53897,0.78173,59.80112,62.60607,57.11040
2018,3200069,Córdoba,Privada,35,35,538.90278,-0.18104,435.67784,474.21363,460.87703,0.82596,48.50176,65.41895,61.83442
2018,3200070,Córdoba,Privada,24,24,453.78252,-0.73237,366.82656,402.72370,397.57983,0.88043,52.58147,67.43219,53.02033
2018,3200071,Cuyo,Privada,34,34,2666.06206,0.30166,425.92971,463.29714,448.05402,0.83936,56.82984,52.00136,61.83176
2018,3200072,Buenos Aires,Pública,13,13,2691.92235,-1.53322,363.24403,380.42591,379.86533,1.03975,74.85290,79.60045,64.28879
2018,3200073,Córdoba,Privada,32,32,788.78228,0.20893,521.51642,543.96665,543.01368,0.66239,52.69862,52.73618,51.92026
2018,3200074,Buenos Aires,Pública,26,26,3372.24500,-1.64514,298.08025,317.50731,316.30687,0.82495,50.91260,87.10334,79.81631
2018,3200075,CABA,Pública,32,31,519.23394,0.30853,475.01996,511.65063,518.82493,0.64436,47.56831,64.39051,63.31907
2018,3200076,Buenos Aires,Pública,32,32,2644.56908,0.08670,496.50913,511.82234,521.31636,0.83809,52.43311,64.23552,59.44938
2018,3200077,Córdoba,Privada,32,32,568.34936,-0.54571,408.09007,450.95892,436.06049,1.12980,66.23121,81.00860,64.91713
2018,3200078,NOA,Pública,28,28,1654.95373,-1.61429,315.34704,313.72030,324.98488,1.44550,60.40584,77.28076,66.35111
2018,3200079,NOA,Pública,30,29,271.87212,-1.65878,359.67210,386.16446,376.41039,1.00854,54.24733,65.13391,54.18806
2018,3200080,CABA,Privada,34,34,460.80744,0.16789,449.22913,484.84696,468.86230,0.73624,52.69396,65.80673,67.35274
2018,3200081,NOA,Pública,26,25,241.94268,-1.69479,341.24267,360.31541,368.47344,1.23915,39.91080,69.16256,53.32494
2018,3200082,Buenos Aires,Pública,16,16,1761.15255,-1.52491,355.74175,362.53657,374.40316,1.00011,60.22316,72.67600,49.91079
2018,3200083,Córdoba,Pública,27,27,445.45631,-1.90088,316.44911,308.76144,326.32384,1.01575,45.87978,62.40696,45.02696
2018,3200084,Córdoba,Pública,24,24,306.24540,-0.30332,412.34749,449.15114,457.55258,1.03444,59.27114,80.56527,69.88784
2018,3200085,NOA,Pública,27,27,342.61464,-2.20908,284.67206,293.65180,313.22623,0.84592,46.18144,54.31092,44.76968
2018,3200086,CABA,Pública,28,28,614.68223,-1.26059,398.73622,439.49076,434.66696,0.89557,63.58071,93.23973,74.39237
2018,3200087,CABA,Pública,30,29,493.52642,-0.19486,462.45631,481.39795,489.60075,0.73553,62.67646,75.14903,64.56221
2018,3200088,Buenos Aires,Pública,14,14,2085.79788,-1.45556,329.76015,355.67522,353.24796,1.19439,71.65555,79.17650,80.93918
2018,3200089,Buenos Aires,Pública,30,29,3416.38583,-0.80192,414.83416,427.48177,444.50515,1.03547,56.11759,80.58864,62.64218
2018,3200090,Buenos Aires,Privada,33,33,3193.10381,-0.95385,341.05010,350.18200,359.62093,1.11641,56.75907,49.07369,50.53921
2018,3200091,CABA,Pública,27,27,481.88134,-0.83478,376.98650,400.53446,404.58280,1.00604,55.67542,72.44068,68.66443
2018,3200092,Córdoba,Pública,30,30,436.42740,-1.24004,355.09877,388.20061,392.61153,1.17497,51.36339,76.55606,69.59322
2018,3200093,Córdoba,Pública,31,31,567.96135,-1.21261,359.93994,398.33552,392.67428,0.79703,68.62157,72.29988,68.44119
2018,3200094,Santa Fe,Privada,18,18,1505.10264,-2.40009,298.57924,301.31398,319.37394,0.60208,54.61871,62.14098,44.66731
2018,3200095,CABA,Pública,30,29,512.35979,-0.89019,420.14154,438.84542,443.31829,0.92382,59.05019,66.88274,70.31430
2018,3200096,NOA,Pública,14,14,2745.00099,-2.45904,274.24464,265.25375,306.91829,0.97632,54.16399,66.56939,52.53045
2018,3200097,Cuyo,Pública,35,35,3040.26882,-1.05543,365.11966,391.40150,389.38861,1.00499,52.76701,66.41518,55.72779
