CNTSCHID,n_stu,n_escs,w_sum,STRATUM_stu,REGION_stu,SUBNATIO_stu,escs_mean,math_mean,read_mean,scie_mean,CNT,STRATUM,SUBNATIO,REGION,SC001Q01TA,SC002Q01TA_P,SC002Q02TA_P,SC003Q01TA,SC013Q01TA,W_NRASCHBWT,region_label,stratum_label,school_type,community,class_size,grupo_geo,sector_final,sector_fuente
03200387,31,29,490.4828487168875,ARG20,3203,320300,-0.0561600718680126,419.0810978649967,403.23523497779104,459.3577640624752,ARG,ARG20,320300,3203,1.0,47.0,53.0,4.0,2.0,7.9254807692,Mendoza,"Mendoza, Private",Private,Village/rural (<3k),26-30,Resto del país,Privada,Cuestionario directivo
03200388,27,26,3546.024490472304,ARG05,3200,320000,-0.3574311491342924,333.0127927177636,365.3776761165661,338.49650624704213,ARG,ARG05,320000,3200,3.0,46.0,54.0,4.0,1.0,109.54279277,Rest of Country,"Rest of Buenos Aires, Public",Public,Town (15-100k),26-30,Buenos Aires,Pública,Cuestionario directivo
03200389,28,27,376.20047162777394,ARG19,3203,320300,-1.1673615986753132,315.67616275726084,321.8219752130881,332.22945990506423,ARG,ARG19,320300,3203,,,,,,5.7028652778,Mendoza,"Mendoza, Public",No response,No response,No response,Resto del país,Pública,Estrato muestral (imputado)
03200390,33,33,492.6681025245148,ARG07,3202,320200,-0.3199783013278282,433.3173529260101,444.4145318547824,472.7106595178892,ARG,ARG07,320200,3202,3.0,87.0,13.0,3.0,1.0,4.8793168919,Cordoba,"Cordoba, Public",Public,Town (15-100k),21-25,Córdoba,Pública,Cuestionario directivo
03200391,34,21,707.3348194444445,ARG08,3202,320200,-0.3895122490540753,353.5534619058929,366.39079178739286,390.32309991496425,ARG,ARG08,320200,3202,2.0,44.0,56.0,6.0,2.0,10.557236111,Cordoba,"Cordoba, Private",Private,Small town (3-15k),36-40,Córdoba,Privada,Cuestionario directivo
03200392,31,24,527.0274004517039,ARG07,3202,320200,-0.7398540544469137,331.30217266052705,347.64401161891413,373.0255841028819,ARG,ARG07,320200,3202,2.0,48.0,52.0,9.0,1.0,10.941498485,Cordoba,"Cordoba, Public",Public,Small town (3-15k),>50,Córdoba,Pública,Cuestionario directivo
03200393,32,30,2736.218463789681,ARG13,3200,320000,-0.7379999596808925,388.91248766611466,413.9567783117667,430.4691384849837,ARG,ARG13,320000,3200,4.0,54.0,46.0,9.0,1.0,17.335991123,Rest of Country,"NOA, Public",Public,City (100k-1M),>50,Resto del país,Pública,Cuestionario directivo
03200394,30,29,524.518301487058,ARG01,3201,320100,-0.7950200675940068,379.7042237501423,401.1065871581008,398.1026492297948,ARG,ARG01,320100,3201,6.0,46.0,54.0,9.0,1.0,6.1676219512,CABA,"CABA, Public",Public,Megacity (>10M),>50,CABA,Pública,Cuestionario directivo
03200395,33,30,2052.65734911095,ARG15,3200,320000,-1.071638449340652,353.70449933413727,368.8705468656144,394.8549274713226,ARG,ARG15,320000,3200,4.0,52.0,48.0,9.0,1.0,25.665927419,Rest of Country,"Cuyo, Public",Public,City (100k-1M),>50,Resto del país,Pública,Cuestionario directivo
03200396,31,24,3121.422621405126,ARG04,3200,320000,-0.7661108240453182,355.06657666070504,386.4380581225957,382.4642247404322,ARG,ARG04,320000,3200,4.0,40.0,60.0,9.0,2.0,49.136103553,Rest of Country,"24 Depts Buenos Aires, Private",Private,City (100k-1M),>50,Buenos Aires,Privada,Cuestionario directivo
03200397,13,13,282.33065714285715,ARG08,3202,320200,-0.4723628663208074,448.4007197284615,477.7597431715385,484.96624059307686,ARG,ARG08,320200,3202,1.0,46.0,54.0,2.0,2.0,21.717742857,Cordoba,"Cordoba, Private",Private,Village/rural (<3k),16-20,Córdoba,Privada,Cuestionario directivo
03200398,34,34,849.0758866745662,ARG08,3202,320200,0.2993869249971523,461.5502328436122,485.29990474525255,507.44979343853913,ARG,ARG08,320200,3202,5.0,48.0,52.0,5.0,2.0,11.516984848,Cordoba,"Cordoba, Private",Private,Large city (1-10M),31-35,Córdoba,Privada,Cuestionario directivo
03200399,27,25,2289.0255866711177,ARG04,3200,320000,-0.4941766737183584,371.314011749971,394.5936506102885,364.81008488585474,ARG,ARG04,320000,3200,3.0,54.0,46.0,9.0,2.0,75.418205454,Rest of Country,"24 Depts Buenos Aires, Private",Private,Town (15-100k),>50,Buenos Aires,Privada,Cuestionario directivo
03200400,31,29,2136.744559408262,ARG13,3200,320000,-0.8076714305638588,349.85711855473926,371.450278050144,380.8012481041449,ARG,ARG13,320000,3200,4.0,36.0,64.0,9.0,1.0,16.128509155,Rest of Country,"NOA, Public",Public,City (100k-1M),>50,Resto del país,Pública,Cuestionario directivo
03200401,30,28,327.0558136705138,ARG19,3203,320300,-1.2952883144154368,364.94469009938285,363.2244566187149,385.878951062064,ARG,ARG19,320300,3203,,,,,,3.4797144068,Mendoza,"Mendoza, Public",No response,No response,No response,Resto del país,Pública,Estrato muestral (imputado)
03200402,34,34,727.9535011019547,ARG07,3202,320200,-0.9362636609529468,379.9611658024304,417.6259299837558,415.5727461341103,ARG,ARG07,320200,3202,5.0,49.0,51.0,6.0,1.0,7.208057483,Cordoba,"Cordoba, Public",Public,Large city (1-10M),36-40,Córdoba,Pública,Cuestionario directivo
03200403,31,30,338.1243227352012,ARG19,3203,320300,-0.581013060702714,391.7416970342569,388.156192285286,423.6120075317655,ARG,ARG19,320300,3203,4.0,88.0,12.0,5.0,1.0,2.3598063218,Mendoza,"Mendoza, Public",Public,City (100k-1M),31-35,Resto del país,Pública,Cuestionario directivo
03200404,29,29,2916.3297816241816,ARG04,3200,320000,0.1922350100852458,505.7117448541917,531.5447997839361,518.7757199300077,ARG,ARG04,320000,3200,3.0,43.0,57.0,5.0,2.0,92.656652414,Rest of Country,"24 Depts Buenos Aires, Private",Private,Town (15-100k),31-35,Buenos Aires,Privada,Cuestionario directivo
03200405,15,15,1489.00865985386,ARG04,3200,320000,-0.9029116365226096,352.9409923112296,384.5961424699223,340.9606709495169,ARG,ARG04,320000,3200,4.0,56.0,44.0,3.0,2.0,92.656652414,Rest of Country,"24 Depts Buenos Aires, Private",Private,City (100k-1M),21-25,Buenos Aires,Privada,Cuestionario directivo
03200406,33,33,372.6061643835616,ARG20,3203,320300,-0.874159138805558,396.0352776240902,406.17908690212033,414.1521496928572,ARG,ARG20,320300,3203,2.0,38.0,63.0,9.0,2.0,5.6455479452,Mendoza,"Mendoza, Private",Private,Small town (3-15k),>50,Resto del país,Privada,Cuestionario directivo
03200407,28,28,327.857661983374,ARG19,3203,320300,-0.7611519035767544,384.8064558997215,398.6134246571281,442.56994503988926,ARG,ARG19,320300,3203,2.0,71.0,29.0,1.0,1.0,2.2685430939,Mendoza,"Mendoza, Public",Public,Small town (3-15k),≤15,Resto del país,Pública,Cuestionario directivo
03200408,31,24,3098.458848771837,ARG05,3200,320000,-1.192984951455758,317.1844236197559,323.200369025862,348.5019422179703,ARG,ARG05,320000,3200,3.0,34.0,66.0,5.0,1.0,31.685931792,Rest of Country,"Rest of Buenos Aires, Public",Public,Town (15-100k),31-35,Buenos Aires,Pública,Cuestionario directivo
03200409,29,24,442.825702817666,ARG02,3201,320100,0.6346816864960433,393.83450296581134,421.6852145426657,418.6348049436568,ARG,ARG02,320100,3201,5.0,33.0,67.0,9.0,2.0,14.357491429,CABA,"CABA, Private",Private,Large city (1-10M),>50,CABA,Privada,Cuestionario directivo
03200410,25,21,3353.8510327572308,ARG05,3200,320000,-0.7134138450459084,394.1690699643437,397.52271052323977,413.1648327447066,ARG,ARG05,320000,3200,3.0,66.0,34.0,9.0,1.0,25.058808803,Rest of Country,"Rest of Buenos Aires, Public",Public,Town (15-100k),>50,Buenos Aires,Pública,Cuestionario directivo
03200411,29,25,4478.884015954863,ARG03,3200,320000,-1.140772224210292,358.12563985618306,390.84827667142974,359.8335818494651,ARG,ARG03,320000,3200,3.0,53.0,47.0,4.0,1.0,44.844740377,Rest of Country,"24 Depts Buenos Aires, Public",Public,Town (15-100k),26-30,Buenos Aires,Pública,Cuestionario directivo
03200412,34,34,2595.058906030856,ARG12,3200,320000,0.8430511537532354,454.8158092092823,487.9937320940072,482.6703850388279,ARG,ARG12,320000,3200,4.0,52.0,48.0,9.0,2.0,29.747983871,Rest of Country,"NEA, Private",Private,City (100k-1M),>50,Resto del país,Privada,Cuestionario directivo
