CNTSCHID,n_stu,n_escs,w_sum,STRATUM_stu,REGION_stu,SUBNATIO_stu,escs_mean,math_mean,read_mean,scie_mean,CNT,STRATUM,SUBNATIO,REGION,SC001Q01TA,SC002Q01TA_P,SC002Q02TA_P,SC003Q01TA,SC013Q01TA,W_NRASCHBWT,region_label,stratum_label,school_type,community,class_size,grupo_geo,sector_final,sector_fuente
03200204,24,17,369.0815811871626,ARG01,3201,320100,-1.2304264022337232,360.27429060142595,372.6850633338171,386.3237278999157,ARG,ARG01,320100,3201,,,,,,2.0898553719,CABA,"CABA, Public",No response,No response,No response,CABA,Pública,Estrato muestral (imputado)
03200205,25,16,331.0230580059392,ARG19,3203,320300,-1.48367262564292,316.063668743487,325.03451022087546,345.26362653613467,ARG,ARG19,320300,3203,,,,,,11.731608571,Mendoza,"Mendoza, Public",No response,No response,No response,Resto del país,Pública,Estrato muestral (imputado)
03200206,24,21,2990.4585351470782,ARG03,3200,320000,-0.8663004426755334,360.1265479764854,374.5755701430149,386.3916101172907,ARG,ARG03,320000,3200,4.0,49.0,51.0,5.0,1.0,21.669941659,Rest of Country,"24 Depts Buenos Aires, Public",Public,City (100k-1M),31-35,Buenos Aires,Pública,Cuestionario directivo
03200207,32,31,2532.7626162557563,ARG18,3200,320000,0.5092874564210854,436.435218198044,450.55865756489294,444.68428835605073,ARG,ARG18,320000,3200,4.0,47.0,53.0,9.0,2.0,37.245598592,Rest of Country,"Patagonia, Private",Private,City (100k-1M),>50,Resto del país,Privada,Cuestionario directivo
03200208,16,15,1834.032080263527,ARG13,3200,320000,-0.8680202201949023,352.720838647649,371.7422682907376,385.8915239527408,ARG,ARG13,320000,3200,,,,,,32.418303401,Rest of Country,"NOA, Public",No response,No response,No response,Resto del país,Pública,Estrato muestral (imputado)
03200209,27,27,4826.415521019268,ARG11,3200,320000,-1.1112796112381564,323.6987626657027,364.0582360986229,355.10739087980767,ARG,ARG11,320000,3200,1.0,48.0,52.0,6.0,1.0,167.64897714,Rest of Country,"NEA, Public",Public,Village/rural (<3k),36-40,Resto del país,Pública,Cuestionario directivo
03200210,34,34,3115.341729719759,ARG04,3200,320000,-0.2727537619335473,409.1274052210508,425.4708810232808,440.75505271310897,ARG,ARG04,320000,3200,4.0,49.0,51.0,5.0,2.0,32.429828345,Rest of Country,"24 Depts Buenos Aires, Private",Private,City (100k-1M),31-35,Buenos Aires,Privada,Cuestionario directivo
03200211,15,14,1243.3888368167682,ARG09,3200,320000,-1.5662431944384063,350.4120777086554,329.53058447595606,375.6293441381415,ARG,ARG09,320000,3200,1.0,39.0,61.0,6.0,1.0,79.972931429,Rest of Country,"Santa Fe, Public",Public,Village/rural (<3k),36-40,Santa Fe,Pública,Cuestionario directivo
03200212,32,28,2908.769149754906,ARG04,3200,320000,0.4997819619091629,394.35907882775473,401.8815263601399,411.9139238485651,ARG,ARG04,320000,3200,4.0,56.0,44.0,4.0,2.0,55.913497147,Rest of Country,"24 Depts Buenos Aires, Private",Private,City (100k-1M),26-30,Buenos Aires,Privada,Cuestionario directivo
03200213,25,24,2896.139862209619,ARG05,3200,320000,-1.0768228123710106,338.44134249389134,366.2997803778233,358.124622974822,ARG,ARG05,320000,3200,,,,,,83.347777105,Rest of Country,"Rest of Buenos Aires, Public",No response,No response,No response,Buenos Aires,Pública,Estrato muestral (imputado)
03200214,29,27,593.7499754648694,ARG07,3202,320200,-1.064828409590045,348.3671501492992,374.9721458329056,383.8592771076605,ARG,ARG07,320200,3202,6.0,52.0,48.0,4.0,1.0,6.8219115464,Cordoba,"Cordoba, Public",Public,Megacity (>10M),26-30,Córdoba,Pública,Cuestionario directivo
03200215,21,21,356.5996214889397,ARG19,3203,320300,-0.9998434931568826,308.9703723510635,321.3947861061316,347.33084297415724,ARG,ARG19,320300,3203,,,,,,3.986468932,Mendoza,"Mendoza, Public",No response,No response,No response,Resto del país,Pública,Estrato muestral (imputado)
03200216,29,25,317.35883018564266,ARG02,3201,320100,0.4275393855972644,370.5645843581845,373.25610752045344,391.21955823387646,ARG,ARG02,320100,3201,,,,,,6.8837287671,CABA,"CABA, Private",No response,No response,No response,CABA,Privada,Estrato muestral (imputado)
03200217,31,22,2779.949881191123,ARG10,3200,320000,-1.707749190637188,286.8965889849751,306.5980412515776,301.7256524950579,ARG,ARG10,320000,3200,5.0,46.0,54.0,5.0,2.0,66.859693878,Rest of Country,"Santa Fe, Private",Private,Large city (1-10M),31-35,Santa Fe,Privada,Cuestionario directivo
03200218,31,29,3461.8070280979355,ARG03,3200,320000,-0.8212842441763847,367.2847826207136,406.3076406840961,400.2164061940131,ARG,ARG03,320000,3200,4.0,46.0,54.0,4.0,1.0,20.56574081,Rest of Country,"24 Depts Buenos Aires, Public",Public,City (100k-1M),26-30,Buenos Aires,Pública,Cuestionario directivo
03200219,32,31,3109.060077143171,ARG04,3200,320000,0.706213185601366,421.9534322401637,417.5340990252985,418.1491124409093,ARG,ARG04,320000,3200,4.0,47.0,53.0,2.0,2.0,87.648184716,Rest of Country,"24 Depts Buenos Aires, Private",Private,City (100k-1M),16-20,Buenos Aires,Privada,Cuestionario directivo
03200220,23,21,310.6231770241811,ARG19,3203,320300,-1.245192044158569,375.7380209710021,398.7543832058672,408.4677276417491,ARG,ARG19,320300,3203,,,,,,2.9121014184,Mendoza,"Mendoza, Public",No response,No response,No response,Resto del país,Pública,Estrato muestral (imputado)
03200221,31,29,450.300092181044,ARG02,3201,320100,1.0448411528381982,513.6184722477564,519.9625909669134,535.7217702956232,ARG,ARG02,320100,3201,,,,,,14.357491429,CABA,"CABA, Private",No response,No response,No response,CABA,Privada,Estrato muestral (imputado)
03200222,30,29,427.5106468270325,ARG07,3202,320200,-0.7663540758410735,382.3471864534933,399.17590821113697,418.83295666166,ARG,ARG07,320200,3202,3.0,62.0,38.0,4.0,1.0,5.9037739874,Cordoba,"Cordoba, Public",Public,Town (15-100k),26-30,Córdoba,Pública,Cuestionario directivo
03200223,32,32,469.48079319978905,ARG19,3203,320300,0.3364487507369168,475.9573862869626,504.2290877911465,536.801026717221,ARG,ARG19,320300,3203,4.0,31.0,69.0,9.0,1.0,2.2194935135,Mendoza,"Mendoza, Public",Public,City (100k-1M),>50,Resto del país,Pública,Cuestionario directivo
03200224,32,27,4222.609159615776,ARG15,3200,320000,-0.8886048822343281,333.60534768662745,358.27446066763844,373.3277563246251,ARG,ARG15,320000,3200,3.0,54.0,46.0,9.0,1.0,75.775595238,Rest of Country,"Cuyo, Public",Public,Town (15-100k),>50,Resto del país,Pública,Cuestionario directivo
03200225,28,22,3546.318406991252,ARG04,3200,320000,-0.8897527504883281,332.04387305677767,387.1592273341956,334.903423922043,ARG,ARG04,320000,3200,4.0,50.0,50.0,9.0,2.0,30.027618838,Rest of Country,"24 Depts Buenos Aires, Private",Private,City (100k-1M),>50,Buenos Aires,Privada,Cuestionario directivo
03200226,25,24,2490.5042733278287,ARG10,3200,320000,-0.5702411882804599,404.0540309387469,430.48600182791097,441.5578317981575,ARG,ARG10,320000,3200,5.0,45.0,55.0,3.0,2.0,93.603571429,Rest of Country,"Santa Fe, Private",Private,Large city (1-10M),21-25,Santa Fe,Privada,Cuestionario directivo
03200227,25,23,584.2377456554724,ARG07,3202,320200,-0.8261164228598906,398.6360218225912,412.09634918743706,450.91322553234994,ARG,ARG07,320200,3202,2.0,57.0,43.0,9.0,1.0,21.830116949,Cordoba,"Cordoba, Public",Public,Small town (3-15k),>50,Córdoba,Pública,Cuestionario directivo
03200228,31,28,487.93720149953685,ARG01,3201,320100,-0.4310695716602947,424.535415503194,464.5149491029039,461.5322160958905,ARG,ARG01,320100,3201,,,,,,5.6825280899,CABA,"CABA, Public",No response,No response,No response,CABA,Pública,Estrato muestral (imputado)
03200229,32,30,419.0020098334807,ARG19,3203,320300,-0.0386770514322698,441.70009674715976,454.84948097854976,474.2216739418613,ARG,ARG19,320300,3203,4.0,43.0,57.0,9.0,1.0,1.6967202479,Mendoza,"Mendoza, Public",Public,City (100k-1M),>50,Resto del país,Pública,Cuestionario directivo
03200230,33,33,467.2324673370877,ARG20,3203,320300,0.5124224532340936,425.958078835947,455.2580453505629,472.84804845024064,ARG,ARG20,320300,3203,4.0,51.0,49.0,9.0,2.0,4.1628787879,Mendoza,"Mendoza, Private",Private,City (100k-1M),>50,Resto del país,Privada,Cuestionario directivo
03200231,31,31,412.6642515357876,ARG19,3203,320300,-0.1563299276875305,443.9974756076409,460.3029569961451,478.532434703727,ARG,ARG19,320300,3203,4.0,73.0,27.0,9.0,1.0,2.5987740506,Mendoza,"Mendoza, Public",Public,City (100k-1M),>50,Resto del país,Pública,Cuestionario directivo
03200232,30,30,486.5012989013416,ARG01,3201,320100,0.2173403246228302,466.134530695657,501.1511785963979,521.029943570058,ARG,ARG01,320100,3201,5.0,47.0,53.0,9.0,1.0,2.6340885417,CABA,"CABA, Public",Public,Large city (1-10M),>50,CABA,Pública,Cuestionario directivo
03200233,34,32,516.619586623331,ARG02,3201,320100,-0.3641272202897485,425.8957655180416,434.3556683553558,443.70820905400353,ARG,ARG02,320100,3201,4.0,48.0,52.0,9.0,2.0,6.6120026316,CABA,"CABA, Private",Private,City (100k-1M),>50,CABA,Privada,Cuestionario directivo
03200234,30,27,468.8808081459604,ARG01,3201,320100,-0.8699656777642535,406.2141993639486,435.79082402219854,446.0308791026936,ARG,ARG01,320100,3201,,,,,,3.8314015152,CABA,"CABA, Public",No response,No response,No response,CABA,Pública,Estrato muestral (imputado)
03200235,30,28,4214.661315791657,ARG17,3200,320000,-0.64627099738306,358.37737147612125,379.7850662774344,381.84161034218187,ARG,ARG17,320000,3200,2.0,50.0,50.0,9.0,1.0,82.779543239,Rest of Country,"Patagonia, Public",Public,Small town (3-15k),>50,Resto del país,Pública,Cuestionario directivo
03200236,34,32,651.882690125469,ARG08,3202,320200,0.2639063798286222,419.2918583605324,436.45907474764624,464.8075289016886,ARG,ARG08,320200,3202,3.0,43.0,57.0,9.0,2.0,10.858871429,Cordoba,"Cordoba, Private",Private,Town (15-100k),>50,Córdoba,Privada,Cuestionario directivo
03200237,1,1,252.24041189188824,ARG05,3200,320000,-2.07762176630984,425.87632168,455.2672820000001,477.09489657000006,ARG,ARG05,320000,3200,2.0,31.0,69.0,1.0,1.0,219.08558553,Rest of Country,"Rest of Buenos Aires, Public",Public,Small town (3-15k),≤15,Buenos Aires,Pública,Cuestionario directivo
03200238,35,34,3353.352220735057,ARG14,3200,320000,-0.8797764351052346,310.3564625989856,365.1221880786445,354.4793765227318,ARG,ARG14,320000,3200,3.0,24.0,76.0,9.0,2.0,43.589208974,Rest of Country,"NOA, Private",Private,Town (15-100k),>50,Resto del país,Privada,Cuestionario directivo
03200239,23,15,2444.3125045860816,ARG05,3200,320000,-1.4146924665414318,286.4219554188981,301.4207867134459,294.88301143555145,ARG,ARG05,320000,3200,4.0,53.0,47.0,2.0,1.0,67.263118366,Rest of Country,"Rest of Buenos Aires, Public",Public,City (100k-1M),16-20,Buenos Aires,Pública,Cuestionario directivo
03200240,17,17,399.620322938648,ARG08,3202,320200,-1.0922548902542926,389.31942309115647,389.9711034575952,411.6517001665863,ARG,ARG08,320200,3202,1.0,53.0,47.0,6.0,2.0,21.717742857,Cordoba,"Cordoba, Private",Private,Village/rural (<3k),36-40,Córdoba,Privada,Cuestionario directivo
03200241,27,23,326.4235038213951,ARG19,3203,320300,-0.9947327927162696,333.2449759595762,339.1492843170742,365.50498896255056,ARG,ARG19,320300,3203,,,,,,3.7670302752,Mendoza,"Mendoza, Public",No response,No response,No response,Resto del país,Pública,Estrato muestral (imputado)
03200242,30,30,387.0079506716788,ARG19,3203,320300,-0.1634478750139665,414.5541225889882,431.7713043717778,453.7123634242778,ARG,ARG19,320300,3203,3.0,73.0,27.0,4.0,1.0,3.6018096491,Mendoza,"Mendoza, Public",Public,Town (15-100k),26-30,Resto del país,Pública,Cuestionario directivo
03200243,1,1,363.7228571428572,ARG15,3200,320000,-1.7546320498795904,388.30943002,374.32328211,395.68163676,ARG,ARG15,320000,3200,3.0,71.0,29.0,4.0,1.0,363.72285714,Rest of Country,"Cuyo, Public",Public,Town (15-100k),26-30,Resto del país,Pública,Cuestionario directivo
03200244,20,16,2267.351330673551,ARG13,3200,320000,-1.087265681317263,299.8836206312236,315.6456695629537,338.9583561975955,ARG,ARG13,320000,3200,3.0,51.0,49.0,9.0,1.0,39.058196868,Rest of Country,"NOA, Public",Public,Town (15-100k),>50,Resto del país,Pública,Cuestionario directivo
03200245,28,27,2397.125725738057,ARG14,3200,320000,0.103742043919841,351.2387257436999,395.0839907199899,377.6469541141301,ARG,ARG14,320000,3200,3.0,43.0,57.0,5.0,2.0,73.912136957,Rest of Country,"NOA, Private",Private,Town (15-100k),31-35,Resto del país,Privada,Cuestionario directivo
03200246,29,20,3469.906117063452,ARG17,3200,320000,-0.5737783056047471,349.2894752061478,364.0630932069331,364.9499945115016,ARG,ARG17,320000,3200,4.0,42.0,58.0,9.0,1.0,34.191550468,Rest of Country,"Patagonia, Public",Public,City (100k-1M),>50,Resto del país,Pública,Cuestionario directivo
03200247,32,32,430.4674504241871,ARG02,3201,320100,0.2287021098053523,471.1317352667188,484.8661088102132,507.4646904728504,ARG,ARG02,320100,3201,,,,,,8.6640034483,CABA,"CABA, Private",No response,No response,No response,CABA,Privada,Estrato muestral (imputado)
03200248,12,12,1059.7574803033567,ARG11,3200,320000,-1.1159956838601603,321.0723827246926,343.92754013182946,353.8804653179307,ARG,ARG11,320000,3200,1.0,52.0,48.0,9.0,1.0,83.824488571,Rest of Country,"NEA, Public",Public,Village/rural (<3k),>50,Resto del país,Pública,Cuestionario directivo
03200249,30,18,1013.9306233058436,ARG08,3202,320200,-0.5165465999480412,371.7868177077468,401.3997501183857,413.3642093343756,ARG,ARG08,320200,3202,,,,,,19.490282051,Cordoba,"Cordoba, Private",No response,No response,No response,Córdoba,Privada,Estrato muestral (imputado)
03200250,30,26,487.6721257655139,ARG01,3201,320100,-1.2208627718389162,370.0061995238876,384.8274562586497,400.5281184119333,ARG,ARG01,320100,3201,5.0,56.0,44.0,9.0,1.0,3.3716333333,CABA,"CABA, Public",Public,Large city (1-10M),>50,CABA,Pública,Cuestionario directivo
03200251,35,31,2753.5998901353432,ARG13,3200,320000,-0.784547330871993,345.1480723143169,362.9911909165753,381.4834082672584,ARG,ARG13,320000,3200,5.0,63.0,38.0,4.0,1.0,43.808518109,Rest of Country,"NOA, Public",Public,Large city (1-10M),26-30,Resto del país,Pública,Cuestionario directivo
03200252,21,18,3233.211921548894,ARG13,3200,320000,-1.3562234708729914,276.37734190932025,311.94117278657615,303.5727609414533,ARG,ARG13,320000,3200,1.0,59.0,41.0,9.0,1.0,35.237286305,Rest of Country,"NOA, Public",Public,Village/rural (<3k),>50,Resto del país,Pública,Cuestionario directivo
03200253,30,30,367.3793078114295,ARG19,3203,320300,-0.9247364149127956,381.1337023978148,385.9863164565439,406.27001845920825,ARG,ARG19,320300,3203,,,,,,6.9594288136,Mendoza,"Mendoza, Public",No response,No response,No response,Resto del país,Pública,Estrato muestral (imputado)
03200254,16,15,1455.9740911989795,ARG12,3200,320000,-0.6108945487361997,387.1153038998182,419.73189429505817,408.0249846357489,ARG,ARG12,320000,3200,3.0,40.0,60.0,,2.0,79.044642857,Rest of Country,"NEA, Private",Private,Town (15-100k),No response,Resto del país,Privada,Cuestionario directivo
03200255,32,25,2334.0107569257234,ARG13,3200,320000,-0.7172066411365231,330.0082343602812,345.699307410971,368.46954049213525,ARG,ARG13,320000,3200,2.0,44.0,56.0,9.0,1.0,50.653599063,Rest of Country,"NOA, Public",Public,Small town (3-15k),>50,Resto del país,Pública,Cuestionario directivo
03200256,31,28,688.7143536349422,ARG08,3202,320200,-0.6274765412385261,417.6825158166067,461.7622432609205,476.238243988775,ARG,ARG08,320200,3202,2.0,42.0,58.0,9.0,1.0,8.173344086,Cordoba,"Cordoba, Private",Public,Small town (3-15k),>50,Córdoba,Pública,Cuestionario directivo
03200257,27,27,577.7334805100944,ARG07,3202,320200,-1.4453932214330043,355.3492246631059,347.71355872246966,381.8801151407321,ARG,ARG07,320200,3202,2.0,81.0,19.0,3.0,1.0,17.193783333,Cordoba,"Cordoba, Public",Public,Small town (3-15k),21-25,Córdoba,Pública,Cuestionario directivo
03200258,30,27,3429.931852047442,ARG03,3200,320000,-1.2222610050104057,342.0967402709767,368.51042488552525,343.9652756990432,ARG,ARG03,320000,3200,3.0,47.0,53.0,9.0,1.0,62.092717445,Rest of Country,"24 Depts Buenos Aires, Public",Public,Town (15-100k),>50,Buenos Aires,Pública,Cuestionario directivo
03200259,23,19,328.8895128884313,ARG19,3203,320300,-1.1170737268572386,328.4921773228712,339.73596323142044,356.3239458131479,ARG,ARG19,320300,3203,,,,,,2.566289375,Mendoza,"Mendoza, Public",No response,No response,No response,Resto del país,Pública,Estrato muestral (imputado)
03200260,22,20,2647.2234679655107,ARG05,3200,320000,-1.2385288952964673,354.89015278674503,369.6492554887312,370.96286606462087,ARG,ARG05,320000,3200,,,,,,37.960373731,Rest of Country,"Rest of Buenos Aires, Public",No response,No response,No response,Buenos Aires,Pública,Estrato muestral (imputado)
03200261,16,15,4521.190858019749,ARG05,3200,320000,-1.2094216480803714,324.86515703251064,310.74928917108014,339.9088563479079,ARG,ARG05,320000,3200,1.0,48.0,52.0,1.0,1.0,219.08558553,Rest of Country,"Rest of Buenos Aires, Public",Public,Village/rural (<3k),≤15,Buenos Aires,Pública,Cuestionario directivo
03200262,32,32,735.6600479026447,ARG08,3202,320200,0.4740799280159698,438.673600505468,466.143657433409,470.5560072238507,ARG,ARG08,320200,3202,3.0,46.0,54.0,6.0,2.0,11.345089552,Cordoba,"Cordoba, Private",Private,Town (15-100k),36-40,Córdoba,Privada,Cuestionario directivo
03200263,17,16,1790.5247766843029,ARG14,3200,320000,-0.5778210918529397,336.06290693599766,391.0775165292024,379.8474365059532,ARG,ARG14,320000,3200,3.0,38.0,62.0,3.0,2.0,97.141665714,Rest of Country,"NOA, Private",Private,Town (15-100k),21-25,Resto del país,Privada,Cuestionario directivo
03200264,34,34,640.8769079660194,ARG08,3202,320200,-0.4100802791582557,402.6796604663259,423.1019472077433,444.7747950437597,ARG,ARG08,320200,3202,4.0,38.0,62.0,4.0,2.0,14.076314815,Cordoba,"Cordoba, Private",Private,City (100k-1M),26-30,Córdoba,Privada,Cuestionario directivo
03200265,2,2,400.37983273048,ARG15,3200,320000,-1.824312524158977,295.706239665588,367.17482424248055,366.309204978004,ARG,ARG15,320000,3200,1.0,55.0,45.0,1.0,1.0,181.86142857,Rest of Country,"Cuyo, Public",Public,Village/rural (<3k),≤15,Resto del país,Pública,Cuestionario directivo
03200266,29,26,382.1481214109058,ARG01,3201,320100,-0.3756133026664861,411.56481509355774,428.7290469754988,458.0356111350116,ARG,ARG01,320100,3201,5.0,47.0,53.0,9.0,1.0,4.9582843137,CABA,"CABA, Public",Public,Large city (1-10M),>50,CABA,Pública,Cuestionario directivo
03200267,33,32,388.575,ARG20,3203,320300,0.0871021458195057,425.4309012433334,435.9678925754545,455.6205749375757,ARG,ARG20,320300,3203,3.0,37.0,63.0,5.0,2.0,11.775,Mendoza,"Mendoza, Private",Private,Town (15-100k),31-35,Resto del país,Privada,Cuestionario directivo
03200268,24,21,2319.3228053255675,ARG03,3200,320000,-0.7003467005687714,349.1515834050957,367.9840308561781,372.9414983414912,ARG,ARG03,320000,3200,4.0,53.0,47.0,9.0,1.0,55.669332882,Rest of Country,"24 Depts Buenos Aires, Public",Public,City (100k-1M),>50,Buenos Aires,Pública,Cuestionario directivo
03200269,31,29,355.8942714955829,ARG02,3201,320100,0.3269138671728006,436.4325877772709,444.75376078967327,468.14809696079993,ARG,ARG02,320100,3201,,,,,,7.3898852941,CABA,"CABA, Private",No response,No response,No response,CABA,Privada,Estrato muestral (imputado)
03200270,33,32,630.8095115657018,ARG02,3201,320100,-0.1887552582483384,408.682215491088,415.71094904981135,446.967410724404,ARG,ARG02,320100,3201,5.0,54.0,46.0,7.0,2.0,14.357491429,CABA,"CABA, Private",Private,Large city (1-10M),41-45,CABA,Privada,Cuestionario directivo
03200271,30,22,856.2869018211028,ARG07,3202,320200,-0.881162368930096,324.1648195464911,344.0820633762961,354.2031909265244,ARG,ARG07,320200,3202,5.0,52.0,48.0,9.0,1.0,10.761325256,Cordoba,"Cordoba, Public",Public,Large city (1-10M),>50,Córdoba,Pública,Cuestionario directivo
03200272,26,24,1653.7134231934172,ARG04,3200,320000,0.0173489450517643,411.7033200275199,416.99902819280425,428.3070374083504,ARG,ARG04,320000,3200,5.0,52.0,48.0,9.0,2.0,60.055237676,Rest of Country,"24 Depts Buenos Aires, Private",Private,Large city (1-10M),>50,Buenos Aires,Privada,Cuestionario directivo
03200273,31,30,5652.008463099977,ARG03,3200,320000,-0.8827080601719334,355.0329324382653,386.22103915128,393.9942151108164,ARG,ARG03,320000,3200,4.0,42.0,58.0,3.0,1.0,92.252037347,Rest of Country,"24 Depts Buenos Aires, Public",Public,City (100k-1M),21-25,Buenos Aires,Pública,Cuestionario directivo
03200274,22,22,2002.2290338010207,ARG12,3200,320000,-1.1983241483344005,338.2917622532939,378.7333126925167,350.6440478582111,ARG,ARG12,320000,3200,3.0,47.0,53.0,9.0,2.0,79.044642857,Rest of Country,"NEA, Private",Private,Town (15-100k),>50,Resto del país,Privada,Cuestionario directivo
03200275,23,20,3248.051695880897,ARG11,3200,320000,-0.5428634252380387,301.1599395022272,308.8483163739697,304.1852460337295,ARG,ARG11,320000,3200,4.0,54.0,46.0,9.0,1.0,51.414633213,Rest of Country,"NEA, Public",Public,City (100k-1M),>50,Resto del país,Pública,Cuestionario directivo
03200276,19,18,228.5311224489796,ARG20,3203,320300,0.2824443300179902,397.6928906150631,404.0992195588959,411.0561713648265,ARG,ARG20,320300,3203,3.0,50.0,50.0,3.0,2.0,11.775,Mendoza,"Mendoza, Private",Private,Town (15-100k),21-25,Resto del país,Privada,Cuestionario directivo
03200277,32,32,671.2207963977163,ARG08,3202,320200,-0.7872046991328536,384.9603910701229,403.4156354229014,416.5404932982676,ARG,ARG08,320200,3202,2.0,52.0,48.0,4.0,1.0,10.271905405,Cordoba,"Cordoba, Private",Public,Small town (3-15k),26-30,Córdoba,Pública,Cuestionario directivo
03200278,35,34,2848.804347826087,ARG10,3200,320000,0.807197649787784,433.297045612,443.93216928228566,481.03853963,ARG,ARG10,320000,3200,5.0,50.0,50.0,9.0,2.0,28.488043478,Rest of Country,"Santa Fe, Private",Private,Large city (1-10M),>50,Santa Fe,Privada,Cuestionario directivo
03200279,29,27,759.0875554392794,ARG07,3202,320200,-0.7759312440432244,374.407291478949,409.0818229152446,420.5375612261467,ARG,ARG07,320200,3202,2.0,57.0,43.0,9.0,1.0,6.2794686957,Cordoba,"Cordoba, Public",Public,Small town (3-15k),>50,Córdoba,Pública,Cuestionario directivo
03200280,24,21,748.9386337618939,ARG07,3202,320200,-0.9981432487434148,386.1279921747446,404.8415126509088,422.3579773410352,ARG,ARG07,320200,3202,4.0,50.0,50.0,5.0,1.0,8.3969639535,Cordoba,"Cordoba, Public",Public,City (100k-1M),31-35,Córdoba,Pública,Cuestionario directivo
03200281,31,29,385.8327459808211,ARG02,3201,320100,-0.1018930692104932,408.6183695311256,418.7663255427598,417.9637376772418,ARG,ARG02,320100,3201,5.0,46.0,54.0,9.0,2.0,2.8390519774,CABA,"CABA, Private",Private,Large city (1-10M),>50,CABA,Privada,Cuestionario directivo
03200282,25,19,407.5508783949255,ARG01,3201,320100,-1.5241097411424318,309.9067029514829,330.6767494026416,335.3968998785551,ARG,ARG01,320100,3201,5.0,52.0,48.0,3.0,1.0,9.0311607143,CABA,"CABA, Public",Public,Large city (1-10M),21-25,CABA,Pública,Cuestionario directivo
03200283,24,21,3133.922241225552,ARG13,3200,320000,-0.7332315044574841,381.8797035605109,389.5634505228964,415.8230198788541,ARG,ARG13,320000,3200,4.0,72.0,28.0,6.0,1.0,20.648600892,Rest of Country,"NOA, Public",Public,City (100k-1M),36-40,Resto del país,Pública,Cuestionario directivo
03200284,31,28,2832.4019499488195,ARG18,3200,320000,0.3674722260590977,444.3432396961053,438.443188229952,460.1720651254233,ARG,ARG18,320000,3200,4.0,42.0,58.0,9.0,2.0,53.968112245,Rest of Country,"Patagonia, Private",Private,City (100k-1M),>50,Resto del país,Privada,Cuestionario directivo
03200285,32,32,538.2175837376884,ARG08,3202,320200,-1.307221519190306,333.2173943387032,371.86079919979215,370.37112655575606,ARG,ARG08,320200,3202,,,,,,6.4967606838,Cordoba,"Cordoba, Private",No response,No response,No response,Córdoba,Privada,Estrato muestral (imputado)
03200286,28,26,752.5438880060577,ARG17,3200,320000,-0.5568800654968001,363.3983751534614,381.566932529716,359.26265894060185,ARG,ARG17,320000,3200,4.0,42.0,58.0,5.0,1.0,18.395454053,Rest of Country,"Patagonia, Public",Public,City (100k-1M),31-35,Resto del país,Pública,Cuestionario directivo
03200287,26,25,4386.25822355647,ARG06,3200,320000,1.001102133424596,464.0027792251335,489.3350805110484,520.3422172606699,ARG,ARG06,320000,3200,2.0,55.0,45.0,9.0,2.0,127.35923054,Rest of Country,"Rest of Buenos Aires, Private",Private,Small town (3-15k),>50,Buenos Aires,Privada,Cuestionario directivo
03200288,30,27,576.434913584877,ARG01,3201,320100,-1.326494192484987,364.2583517551942,381.9775576576943,396.5057201937018,ARG,ARG01,320100,3201,5.0,75.0,25.0,5.0,1.0,5.3802659574,CABA,"CABA, Public",Public,Large city (1-10M),31-35,CABA,Pública,Cuestionario directivo
03200289,30,26,5118.568591572873,ARG06,3200,320000,-0.3250800211086528,366.25441542051806,379.3626419780391,424.30806682151024,ARG,ARG06,320000,3200,4.0,40.0,60.0,9.0,2.0,127.35923054,Rest of Country,"Rest of Buenos Aires, Private",Private,City (100k-1M),>50,Buenos Aires,Privada,Cuestionario directivo
03200290,21,18,230.10717827263267,ARG19,3203,320300,-1.2710363140597642,361.53341033954376,374.7904255754859,394.96908702355177,ARG,ARG19,320300,3203,,,,,,3.311341129,Mendoza,"Mendoza, Public",No response,No response,No response,Resto del país,Pública,Estrato muestral (imputado)
03200291,26,20,3750.492328793487,ARG03,3200,320000,-1.4733360465417251,309.3682315497378,342.4862526400293,327.12742086143896,ARG,ARG03,320000,3200,2.0,48.0,52.0,9.0,1.0,71.751584603,Rest of Country,"24 Depts Buenos Aires, Public",Public,Small town (3-15k),>50,Buenos Aires,Pública,Cuestionario directivo
03200292,25,19,2982.0307187809685,ARG13,3200,320000,-1.0083347082198693,309.845233328112,321.9958225424812,328.89089889190933,ARG,ARG13,320000,3200,5.0,45.0,55.0,9.0,1.0,70.47457261,Rest of Country,"NOA, Public",Public,Large city (1-10M),>50,Resto del país,Pública,Cuestionario directivo
03200293,31,30,773.6762743898857,ARG08,3202,320200,0.5036847737864466,466.5401159556777,486.9800342607521,501.4152745416037,ARG,ARG08,320200,3202,5.0,48.0,52.0,7.0,2.0,6.0327063492,Cordoba,"Cordoba, Private",Private,Large city (1-10M),41-45,Córdoba,Privada,Cuestionario directivo
03200294,25,25,341.475,ARG20,3203,320300,-0.4523779659438577,392.775861474,398.1937112836,418.2823130084,ARG,ARG20,320300,3203,3.0,41.0,59.0,5.0,2.0,11.775,Mendoza,"Mendoza, Private",Private,Town (15-100k),31-35,Resto del país,Privada,Cuestionario directivo
03200295,32,32,1970.601436395268,ARG13,3200,320000,-0.477556770484228,451.166705747203,472.3958151999589,496.479226426704,ARG,ARG13,320000,3200,5.0,42.0,58.0,6.0,1.0,14.094914522,Rest of Country,"NOA, Public",Public,Large city (1-10M),36-40,Resto del país,Pública,Cuestionario directivo
